form,doc,before,keyword,after,anchor
ollus,casanatensis,silua siluula et hæc et in,ollus,desinentia uincunt una syll¯yllaba primitiua sua,w30888
ster,casanatensis,uincunt una syll¯yllaba primitiua sua in,ster,et cio et leus desinentia pauca,w30912
ster,casanatensis,oleaster et tunc hab¯abent a ante,ster,cu2um in primitiuis eoru2um nulla sit,w35778
ster,casanatensis,huiuscemodi formæ deminutiua a habent ante,ster,parasitaster alia omnia e habent ante,w35850
ster,casanatensis,parasitaster alia omnia e habent ante,ster,excepto paluster et hæc denominatiua sunt,w35871
catulus,casanatensis,cio et leus desinentia pauca inueniuntur,catulus,catulaster antonius antoniaster parasitus parasitaster homo,w30936
catulaster,casanatensis,et leus desinentia pauca inueniuntur catulus,catulaster,antonius antoniaster parasitus parasitaster homo homuncio,w30939
antonius,casanatensis,leus desinentia pauca inueniuntur catulus catulaster,antonius,antoniaster parasitus parasitaster homo homuncio senex,w30942
parasitus,casanatensis,pauca inueniuntur catulus catulaster antonius antoniaster,parasitus,parasitaster homo homuncio senex senecio equus,w30948
senecio,casanatensis,antoniaster parasitus parasitaster homo homuncio senex,senecio,equus equuleus acus aculeus oculus oculeus,w30963
equuleus,casanatensis,parasitaster homo homuncio senex senecio equus,equuleus,acus aculeus oculus oculeus sunt ŋpropria,w30969
acus,casanatensis,homo homuncio senex senecio equus equuleus,acus,aculeus oculus oculeus sunt ŋpropria uel,w30972
oculeus,casanatensis,senecio equus equuleus acus aculeus oculus,oculeus,sunt ŋpropria uel appellatiua quæ forma2am,w30981
cuniculus,casanatensis,diminutiuoru2um sed diminutiua n¯non st¯sunt ut,cuniculus,anniculus metellus camillus pauca diminutiua n¯non,w31023
metellus,casanatensis,diminutiua n¯non st¯sunt ut cuniculus anniculus,metellus,camillus pauca diminutiua n¯non seruant genera,w31029
camillus,casanatensis,n¯non st¯sunt ut cuniculus anniculus metellus,camillus,pauca diminutiua n¯non seruant genera primitiuoru2um,w31032
nubes,casanatensis,primitiuoru2um ut anguis anguilla unguis ungula,nubes,nubilu2um quæ magis st¯sunt denominatiua ¢quia,w31068
nubilu2um,casanatensis,ut anguis anguilla unguis ungula nubes,nubilu2um,quæ magis st¯sunt denominatiua ¢quia n¯non,w31071
minuitur,casanatensis,forma2am tantu2um diminutiuoru2um forma cu2um magis,minuitur,crescit numeru2um syllabaru2um ut mons monticellus,w31122
crescit,casanatensis,tantu2um diminutiuoru2um forma cu2um magis minuitur,crescit,numeru2um syllabaru2um ut mons monticellus monticellulus,w31125
monticellus,casanatensis,minuitur crescit numeru2um syllabaru2um ut mons,monticellus,monticellulus deriuatiua dicuntur qui et denominatiua,w31140
monticellulus,casanatensis,crescit numeru2um syllabaru2um ut mons monticellus,monticellulus,deriuatiua dicuntur qui et denominatiua deriuatiua,w31143
deducta,casanatensis,deriuatiua et qd¯quod ex alio st¯sunt,deducta,eoru2um nomina ut a terra terrenus,w31179
nominata,casanatensis,et terra sed alia creatura tantu2um,nominata,e terra ¢quia ex terra condita,w31230
nominata,casanatensis,ab aliqua speciali significatione nominis sic,nominata,st¯sunt hæc nominatio generalis est omniu2um,w31299
condita,casanatensis,nominata e terra ¢quia ex terra,condita,est ul¯uel in terra habitat denominatiua,w31248
habitat,casanatensis,terra condita est ul¯uel in terra,habitat,denominatiua dicta sunt eo quod ab,w31263
speciali,casanatensis,dicta sunt eo quod ab aliqua,speciali,significatione nominis sic nominata st¯sunt hæc,w31287
nominatio,casanatensis,significatione nominis sic nominata st¯sunt hæc,nominatio,generalis est omniu2um formaru2um quæ a,w31308
omniu2um,casanatensis,nominata st¯sunt hæc nominatio generalis est,omniu2um,formaru2um quæ a nomine deriuantur id,w31317
formaru2um,casanatensis,st¯sunt hæc nominatio generalis est omniu2um,formaru2um,quæ a nomine deriuantur id est,w31320
"uerbialiathe direct source, priscian, ars grammatica, k 2.117.6 has ""uerbalia"". the form ""uerbialia"" is in pompeius, ""commentum artis donati"", k 5.149.1. lewis-short has a lemma ""uerbialis, e, adf."", but reports pompeius as the only example. based on a search on the phi 5.3 corpus with diogenes 3.2.0, the adjective form ""uerbialis"" does never occur in classical latin.",casanatensis,co2omparatiua et suþperlatiua et diminutiua excepto,"uerbialiaThe direct source, Priscian, Ars grammatica, K 2.117.6 has ""uerbalia"". The form ""uerbialia"" is in Pompeius, ""Commentum Artis Donati"", K 5.149.1. Lewis-Short has a lemma ""uerbialis, e, adf."", but reports Pompeius as the only example. Based on a search on the PHI 5.3 corpus with Diogenes 3.2.0, the adjective form ""uerbialis"" does never occur in classical Latin.",et aduerbialia et quæ ex p¯prepositionibus,w31371
aduerbialia,casanatensis,"suþperlatiua et diminutiua excepto uerbialiaThe direct source, Priscian, Ars grammatica, K 2.117.6 has ""uerbalia"". The form ""uerbialia"" is in Pompeius, ""Commentum Artis Donati"", K 5.149.1. Lewis-Short has a lemma ""uerbialis, e, adf."", but reports Pompeius as the only example. Based on a search on the PHI 5.3 corpus with Diogenes 3.2.0, the adjective form ""uerbialis"" does never occur in classical Latin. et",aduerbialia,et quæ ex p¯prepositionibus fiunt denominatiua,w31377
p¯prepositionibus,casanatensis,"uerbialiaThe direct source, Priscian, Ars grammatica, K 2.117.6 has ""uerbalia"". The form ""uerbialia"" is in Pompeius, ""Commentum Artis Donati"", K 5.149.1. Lewis-Short has a lemma ""uerbialis, e, adf."", but reports Pompeius as the only example. Based on a search on the PHI 5.3 corpus with Diogenes 3.2.0, the adjective form ""uerbialis"" does never occur in classical Latin. et aduerbialia et quæ ex",p¯prepositionibus,fiunt denominatiua st¯sunt quæ nominatiuum acceperunt,w31389
nominatiuum,casanatensis,ex p¯prepositionibus fiunt denominatiua st¯sunt quæ,nominatiuum,acceperunt ab aliis tantu2um na2am n¯non,w31405
acceperunt,casanatensis,p¯prepositionibus fiunt denominatiua st¯sunt quæ nominatiuum,acceperunt,ab aliis tantu2um na2am n¯non significant,w31407
speciale,casanatensis,primitiua eoru2um mons primitiuu2um ÷est et,speciale,plene significationis ex quo descendit denominatiuu2um,w31452
denominatiuu2um,casanatensis,speciale plene significationis ex quo descendit,denominatiuu2um,"montanus mediæ significationis nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again. tantu2um a",w31470
mediæ,casanatensis,significationis ex quo descendit denominatiuu2um montanus,mediæ,"significationis nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again. tantu2um a monte accipiens",w31476
"nom¯nominatiuuman easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), i think that the best expansion here is ""nominatiuum"" again.",casanatensis,quo descendit denominatiuu2um montanus mediæ significationis,"nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again.",tantu2um a monte accipiens aliudq;que significans,w31482
monte,casanatensis,"montanus mediæ significationis nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again. tantu2um a",monte,accipiens aliudq;que significans ut montanus homo,w31491
accipiens,casanatensis,"mediæ significationis nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again. tantu2um a monte",accipiens,aliudq;que significans ut montanus homo ul¯uel,w31494
aliudq;que,casanatensis,"significationis nom¯nominatiuumAn easier expansion for this abbreviation would be ""nomen"", but given the previous sentence ""denominatiua quae nominatiuo [scribal error for nominatiuum] acceperunt ab aliis tantum"" (8v.a.32-33), I think that the best expansion here is ""nominatiuum"" again. tantu2um a monte accipiens",aliudq;que,significans ut montanus homo ul¯uel equus,w31497
generaliter,casanatensis,aut arbor et cetera et ¢quia,generaliter,atq;que c¯confuse denominatiua appellata st¯sunt et,w31536
c¯confuse,casanatensis,et cetera et ¢quia generaliter atq;que,c¯confuse,denominatiua appellata st¯sunt et quia multæ,w31542
appellata,casanatensis,et ¢quia generaliter atq;que c¯confuse denominatiua,appellata,st¯sunt et quia multæ formæ ta2am,w31548
denominatiuoru2um,casanatensis,st¯sunt et quia multæ formæ ta2am,denominatiuoru2um,"qua2am uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et participialiu2um et aduerbialiu2um",w31569
denominatiuoru2um,casanatensis,"u penultimu2um ut scripturaThere is a macron sign over the ""u"" to mark the vowel's long quantity. oms¯mnes formæ",denominatiuoru2um,desinentes in a ŋproprie fem¯feminini generis,w33039
denominatiuoru2um,casanatensis,in us diuersæ formæ st¯sunt ta2am,denominatiuoru2um,qua2am uerbialiu2um alia exeunt in i·us,w38673
"uerbialiu2umon the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30).",casanatensis,quia multæ formæ ta2am denominatiuoru2um qua2am,"uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30).",et participialiu2um et aduerbialiu2um co2ommunes inueniuntur,w31575
participialiu2um,casanatensis,"formæ ta2am denominatiuoru2um qua2am uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et",participialiu2um,et aduerbialiu2um co2ommunes inueniuntur nunc de,w31581
aduerbialiu2um,casanatensis,"denominatiuoru2um qua2am uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et participialiu2um et",aduerbialiu2um,co2ommunes inueniuntur nunc de his dicemus,w31587
nunc,casanatensis,et participialiu2um et aduerbialiu2um co2ommunes inueniuntur,nunc,de his dicemus þper singula quoru2um,w31596
nunc,casanatensis,"ul¯uel ceretis ŋpro ceresThere is a macron over the first ""e"" of ""cēres"" to mark the vowel's long quantity. quoru2um nominatiui",nunc,in usu n¯non st¯sunt inuenitur etia2am,w38556
dicemus,casanatensis,aduerbialiu2um co2ommunes inueniuntur nunc de his,dicemus,þper singula quoru2um terminationes st¯sunt hæ,w31605
singula,casanatensis,inueniuntur nunc de his dicemus þper,singula,quoru2um terminationes st¯sunt hæ in i·a,w31611
terminationes,casanatensis,de his dicemus þper singula quoru2um,terminationes,st¯sunt hæ in i·a ut durus,w31617
i·a,casanatensis,singula quoru2um terminationes st¯sunt hæ in,i·a,ut durus duritia et in a,w31629
durus,casanatensis,terminationes st¯sunt hæ in i·a ut,durus,duritia et in a ul¯uel e,w31638
durus,casanatensis,nominibus regionu2um ut letus leti letitia,durus,duri duritia tertiæ declinationis desinentitia in,w32385
duritia,casanatensis,st¯sunt hæ in i·a ut durus,duritia,et in a ul¯uel e c¯consonante,w31641
duritia,casanatensis,ut letus leti letitia durus duri,duritia,tertiæ declinationis desinentitia in is nominatiuo,w32391
cantus,casanatensis,in a ul¯uel e c¯consonante antecedente,cantus,cantilena cubo cubile similiter in i,w31665
cantus,casanatensis,cocus cocina et culina leo leena,cantus,cantilena luceo lucerna na2am mutina sagana,w32931
cantilena,casanatensis,a ul¯uel e c¯consonante antecedente cantus,cantilena,cubo cubile similiter in i a,w31668
cantilena,casanatensis,cocina et culina leo leena cantus,cantilena,luceo lucerna na2am mutina sagana pagina,w32934
cubo,casanatensis,ul¯uel e c¯consonante antecedente cantus cantilena,cubo,cubile similiter in i a fruge,w31671
cubile,casanatensis,e c¯consonante antecedente cantus cantilena cubo,cubile,similiter in i a fruge frugi,w31674
cubile,casanatensis,ŋproduc¯uctum hab¯abent ut ouile sedile monile,cubile,in lis desinentia si a prima,w37689
fruge,casanatensis,cubo cubile similiter in i a,fruge,frugi a nihilo nihili quos docuimus,w31689
fruge,casanatensis,indeclinabilia ut ¢quida2am dicunt frugi a,fruge,nihili a nihilo sed frugi datiuu2um,w33153
frugi,casanatensis,cubile similiter in i a fruge,frugi,a nihilo nihili quos docuimus ia2am,w31692
frugi,casanatensis,duo st¯sunt indeclinabilia ut ¢quida2am dicunt,frugi,a fruge nihili a nihilo sed,w33147
frugi,casanatensis,a fruge nihili a nihilo sed,frugi,datiuu2um et nihili genitiuu2um est in,w33168
nihilo,casanatensis,in i a fruge frugi a,nihilo,nihili quos docuimus ia2am ee¯esse obliquos,w31698
nihilo,casanatensis,dicunt frugi a fruge nihili a,nihilo,sed frugi datiuu2um et nihili genitiuu2um,w33162
nihili,casanatensis,i a fruge frugi a nihilo,nihili,quos docuimus ia2am ee¯esse obliquos similiter,w31701
nihili,casanatensis,ut ¢quida2am dicunt frugi a fruge,nihili,a nihilo sed frugi datiuu2um et,w33156
nihili,casanatensis,a nihilo sed frugi datiuu2um et,nihili,genitiuu2um est in o pauca inueniuntur,w33177
docuimus,casanatensis,fruge frugi a nihilo nihili quos,docuimus,ia2am ee¯esse obliquos similiter in u,w31707
ia2am,casanatensis,frugi a nihilo nihili quos docuimus,ia2am,ee¯esse obliquos similiter in u ut,w31710
obliquos,casanatensis,nihilo nihili quos docuimus ia2am ee¯esse,obliquos,similiter in u ut tono tonitru,w31716
tono,casanatensis,ee¯esse obliquos similiter in u ut,tono,tonitru in al ceruix ceruical tribunus,w31731
tonitru,casanatensis,obliquos similiter in u ut tono,tonitru,in al ceruix ceruical tribunus tribunal,w31734
tonitru,casanatensis,specu pecus pecu testa testu tonitrus,tonitru,cornus cornu una2am habet significationem uterque,w34059
al,casanatensis,in u ut tono tonitru in,al,ceruix ceruical tribunus tribunal in il,w31740
al,casanatensis,est si sint deriuatiua dicenda in,al,desinentia si primitiua eoru2um natura ul¯uel,w34104
ceruix,casanatensis,u ut tono tonitru in al,ceruix,ceruical tribunus tribunal in il uigilo,w31743
ceruical,casanatensis,ut tono tonitru in al ceruix,ceruical,tribunus tribunal in il uigilo uigil,w31746
ceruical,casanatensis,et illa ŋproductu2um hab¯abent ut ceruicis,ceruical,luþpercus lupercal et si illa breue,w34155
tribunal,casanatensis,tonitru in al ceruix ceruical tribunus,tribunal,in il uigilo uigil pugillus pugil,w31752
il,casanatensis,al ceruix ceruical tribunus tribunal in,il,uigilo uigil pugillus pugil in ul,w31758
il,casanatensis,ul¯uel anima animal torus toral in,il,ul¯uel ul desinentia a nominibus ul¯uel,w34209
uigilo,casanatensis,ceruix ceruical tribunus tribunal in il,uigilo,uigil pugillus pugil in ul exulo,w31761
uigilo,casanatensis,ul¯uel syll¯yllaba primitiui ut pugillus pugil,uigilo,uigil exulo exul in am unu2um,w34266
uigil,casanatensis,ceruical tribunus tribunal in il uigilo,uigil,pugillus pugil in ul exulo exul,w31764
uigil,casanatensis,syll¯yllaba primitiui ut pugillus pugil uigilo,uigil,exulo exul in am unu2um omnis,w34269
pugil,casanatensis,tribunal in il uigilo uigil pugillus,pugil,in ul exulo exul in am,w31770
pugil,casanatensis,uocali ul¯uel syll¯yllaba primitiui ut pugillus,pugil,uigilo uigil exulo exul in am,w34263
ul,casanatensis,il uigilo uigil pugillus pugil in,ul,exulo exul in am ne¢quis nequa2am,w31776
ul,casanatensis,animal torus toral in il ul¯uel,ul,desinentia a nominibus ul¯uel uerbis uenientia,w34215
exulo,casanatensis,uigilo uigil pugillus pugil in ul,exulo,exul in am ne¢quis nequa2am in,w31779
exulo,casanatensis,primitiui ut pugillus pugil uigilo uigil,exulo,exul in am unu2um omnis generis,w34272
exul,casanatensis,uigil pugillus pugil in ul exulo,exul,in am ne¢quis nequa2am in um,w31782
exul,casanatensis,ut pugillus pugil uigilo uigil exulo,exul,in am unu2um omnis generis a,w34275
am,casanatensis,pugil in ul exulo exul in,am,ne¢quis nequa2am in um oliua oliuetu2um,w31788
am,casanatensis,pugil uigilo uigil exulo exul in,am,unu2um omnis generis a nequeo nequis,w34281
ne¢quis,casanatensis,in ul exulo exul in am,ne¢quis,nequa2am in um oliua oliuetu2um p¯presideo,w31791
oliua,casanatensis,in am ne¢quis nequa2am in um,oliua,oliuetu2um p¯presideo p¯presidiu2um in ar lacus,w31803
oliuetu2um,casanatensis,am ne¢quis nequa2am in um oliua,oliuetu2um,p¯presideo p¯presidiu2um in ar lacus lacunar,w31806
p¯presideo,casanatensis,ne¢quis nequa2am in um oliua oliuetu2um,p¯presideo,p¯presidiu2um in ar lacus lacunar in,w31809
p¯presidiu2um,casanatensis,nequa2am in um oliua oliuetu2um p¯presideo,p¯presidiu2um,in ar lacus lacunar in er,w31812
p¯presidiu2um,casanatensis,myrteta dixissent auguriu2um solariu2um meritoriu2um municipiu2um,p¯presidiu2um,domicilium ł consonantes ante um habentia,w34386
ar,casanatensis,um oliua oliuetu2um p¯presideo p¯presidiu2um in,ar,lacus lacunar in er eques equester,w31818
ar,casanatensis,fieri ŋpro firi ul¯uel fire in,ar,desinentia denominatiua si c¯consonante2em hab¯abent ante,w35652
ar,casanatensis,desinentia denominatiua si c¯consonante2em hab¯abent ante,ar,"ŋproducitur penultima si uocalem corImplied: ""si (denominatiua) uocalem (habent ante 'ar', paenultima) corripitur"".ripitur ut",w35673
lacus,casanatensis,oliua oliuetu2um p¯presideo p¯presidiu2um in ar,lacus,lacunar in er eques equester in,w31821
lacus,casanatensis,"si uocalem corImplied: ""si (denominatiua) uocalem (habent ante 'ar', paenultima) corripitur"".ripitur ut cesus cesarThere is a macron over the grapheme ""e"" representing the diphthong ""ae"" to mark the vowel's long quantity (""cēsar"").",lacus,"lacunarThere is a macron over the ""u"" to mark the vowel's long quantity (""lacūnar""). laqueus laquearThere is a breve (˘) mark over the ""e"" (""laquĕar"") to mark its short quantity. in er desinentia",w35700
lacunar,casanatensis,oliuetu2um p¯presideo p¯presidiu2um in ar lacus,lacunar,in er eques equester in or,w31824
eques,casanatensis,in ar lacus lacunar in er,eques,equester in or senatus senator in,w31833
eques,casanatensis,arpinu2um arpinas in es cor¯correpta equus,eques,in es ŋproductu2um pauper pauperies sepio,w31893
eques,casanatensis,et t hab¯abent ante er ut,eques,equester silua siluester olea oleaster et,w35745
eques,casanatensis,"cor¯orreptam pauca denominatiua desinunt ut equosThis probably is meant as an alternative spelling for ""equus"".",eques,pes pedis pedes et uerbialia tego,w36774
senatus,casanatensis,in er eques equester in or,senatus,senator in ur satio satur in,w31845
senator,casanatensis,er eques equester in or senatus,senator,in ur satio satur in as,w31848
senator,casanatensis,or in rix ut uictor uictrix,senator,senatrix nutritor debuerat facere nutritrix sed,w41577
ur,casanatensis,equester in or senatus senator in,ur,satio satur in as primus primas,w31854
satio,casanatensis,in or senatus senator in ur,satio,satur in as primus primas arpinu2um,w31857
satur,casanatensis,or senatus senator in ur satio,satur,in as primus primas arpinu2um arpinas,w31860
satur,casanatensis,o murmuro murmur auguro augur saturo,satur,unde fem¯femininum satura neu¯neutrum saturum denominatiua,w35976
primas,casanatensis,ur satio satur in as primus,primas,arpinu2um arpinas in es cor¯correpta equus,w31872
primas,casanatensis,accusatiuis primitiuoru2um suoru2um et st¯sunt communia,primas,"optimas rauennas capenas arpinas crotonias pontiasThe grapheme that I transcribed as ""t"" looks like a mixture between the low allograph of grapheme ""t"" and the only allograph of grapheme ""g"". It might be the result of a scribal correction.",w36444
primas,casanatensis,illice illic istice istic sic primatis,primas,optimatis optimas in es cor¯orreptam pauca,w36741
arpinu2um,casanatensis,satio satur in as primus primas,arpinu2um,arpinas in es cor¯correpta equus eques,w31875
arpinas,casanatensis,satur in as primus primas arpinu2um,arpinas,in es cor¯correpta equus eques in,w31878
arpinas,casanatensis,st¯sunt communia primas optimas rauennas capenas,arpinas,"crotonias pontiasThe grapheme that I transcribed as ""t"" looks like a mixture between the low allograph of grapheme ""t"" and the only allograph of grapheme ""g"". It might be the result of a scribal correction. larinas quæ in fine",w36456
pauperies,casanatensis,equus eques in es ŋproductu2um pauper,pauperies,sepio sepes struo strues sterno strages,w31908
sepio,casanatensis,eques in es ŋproductu2um pauper pauperies,sepio,sepes struo strues sterno strages in,w31911
sepio,casanatensis,ul¯uel p¯preterito te2empore uerboru2um a p¯presenti,sepio,sepes luo lues inluo illuuies a,w36846
sepes,casanatensis,in es ŋproductu2um pauper pauperies sepio,sepes,struo strues sterno strages in is,w31914
sepes,casanatensis,p¯preterito te2empore uerboru2um a p¯presenti sepio,sepes,luo lues inluo illuuies a p¯preterito,w36849
struo,casanatensis,es ŋproductu2um pauper pauperies sepio sepes,struo,strues sterno strages in is edis,w31917
strues,casanatensis,ŋproductu2um pauper pauperies sepio sepes struo,strues,sterno strages in is edis edilis,w31920
sterno,casanatensis,pauper pauperies sepio sepes struo strues,sterno,strages in is edis edilis rex,w31923
strages,casanatensis,pauperies sepio sepes struo strues sterno,strages,in is edis edilis rex regalis,w31926
edis,casanatensis,struo strues sterno strages in is,edis,edilis rex regalis in os lepus,w31936
edis,casanatensis,deriuantur i penultimu2um longu2um hab¯abent ut,edis,edilis puer puerilis quintus ¢quintilis subtel,w37449
edilis,casanatensis,strues sterno strages in is edis,edilis,rex regalis in os lepus lepos,w31938
edilis,casanatensis,i penultimu2um longu2um hab¯abent ut edis,edilis,puer puerilis quintus ¢quintilis subtel subtilis,w37452
regalis,casanatensis,strages in is edis edilis rex,regalis,in os lepus lepos custodio custos,w31944
lepos,casanatensis,edilis rex regalis in os lepus,lepos,custodio custos in us sine c¯consonante,w31956
lepos,casanatensis,denominatiua qua2am uerbialia pauca st¯sunt lepus,lepos,co2ompeto co2ompes et mutatione e in,w38616
custodio,casanatensis,rex regalis in os lepus lepos,custodio,custos in us sine c¯consonante ab,w31959
custodio,casanatensis,et mutatione e in o co2ompos,custodio,do dos dotis in us diuersæ,w38644
custos,casanatensis,regalis in os lepus lepos custodio,custos,in us sine c¯consonante ab assideo,w31962
assideo,casanatensis,custos in us sine c¯consonante ab,assideo,ul¯uel asse assiduus et diuersis c¯consonantib;bus,w31980
assiduus,casanatensis,sine c¯consonante ab assideo ul¯uel asse,assiduus,et diuersis c¯consonantib;bus ante positis saxu2um saxosus,w31989
c¯consonantib;bus,casanatensis,assideo ul¯uel asse assiduus et diuersis,c¯consonantib;bus,ante positis saxu2um saxosus spuma spumosus et,w31998
ante positis,casanatensis,ul¯uel asse assiduus et diuersis c¯consonantib;bus,ante positis,saxu2um saxosus spuma spumosus et aliis,w32001
saxu2um,casanatensis,asse assiduus et diuersis c¯consonantib;bus ante positis,saxu2um,saxosus spuma spumosus et aliis et,w32004
saxosus,casanatensis,assiduus et diuersis c¯consonantib;bus ante positis saxu2um,saxosus,spuma spumosus et aliis et a,w32007
saxosus,casanatensis,ee¯esse de his quæ ostendit ut,saxosus,plenus saxis spumosus plenus spuma mutant,w40722
saxosus,casanatensis,ŋproduc¯uctum et assumunt sus saxus saxi,saxosus,herba herbæ herbosus onus oneris onerosus,w40803
spuma,casanatensis,et diuersis c¯consonantib;bus ante positis saxu2um saxosus,spuma,spumosus et aliis et a participiis,w32010
spuma,casanatensis,ut saxosus plenus saxis spumosus plenus,spuma,mutant hæc extrema2am parte2em syll¯yllabe ultimæ,w40737
spumosus,casanatensis,diuersis c¯consonantib;bus ante positis saxu2um saxosus spuma,spumosus,et aliis et a participiis quando,w32013
spumosus,casanatensis,quæ ostendit ut saxosus plenus saxis,spumosus,plenus spuma mutant hæc extrema2am parte2em,w40731
participiis,casanatensis,spuma spumosus et aliis et a,participiis,quando quarte declinationis sunt ut uersus,w32028
participiis,casanatensis,"in i·oThough there is a middle dot between the two graphemes, the scribe meant them to represent one morpheme. et pleru2umq;que fiunt a",participiis,preteriti quoru2um genitiuo assu2umpta o et,w33339
participiis,casanatensis,nominib;bus et a uerbis et a,participiis,ueniunt et ul¯uel e ul¯uel i,w33504
participiis,casanatensis,similis similis simili similitudo sin a,participiis,ul¯uel participialibus in tus desinentib;bus ueniunt,w33900
participiis,casanatensis,alimentu2um sunt alia in um similia,participiis,ut factu2um tectu2um dictu2um uisu2um alia,w34911
participiis,casanatensis,"seruat regula2am siThe larger initial was overwritten, over a previous regular-sized (not larger) ""s"" grapheme. a uerbis ul¯uel",participiis,fiunt corr¯correptum penul¯ultimum hab¯abent fero fertilis,w37509
participiis,casanatensis,icius si deriuantur a nominib;bus ul¯uel,participiis,secundæ decl¯clinationis genitiuo sin tertiæ datiuo,w38997
quarte,casanatensis,et aliis et a participiis quando,quarte,declinationis sunt ut uersus saltus et,w32034
quarte,casanatensis,ut motus tumultus sonitus c¯consolatus et,quarte,decl¯clinationis aut mobilia ut togatus loricatus,w40890
uersus,casanatensis,participiis quando quarte declinationis sunt ut,uersus,"saltus et ab aduerbiis ut supraThe source, Priscian, Ars grammatica, K 2.118.21, has ""super superus"", with the agreement of all witnesses taken into account by Keil. Still, I am not emending ""supra"" to ""super"" here only to make Ursus' text coincide with Priscian's.",w32046
uersus,casanatensis,quartæ decl¯clinationis ut uisus cursus lusus,uersus,qd¯quod adductu2um est a re incorporali,w40617
saltus,casanatensis,quando quarte declinationis sunt ut uersus,saltus,"et ab aduerbiis ut supraThe source, Priscian, Ars grammatica, K 2.118.21, has ""super superus"", with the agreement of all witnesses taken into account by Keil. Still, I am not emending ""supra"" to ""super"" here only to make Ursus' text coincide with Priscian's. superus",w32049
"suprathe source, priscian, ars grammatica, k 2.118.21, has ""super superus"", with the agreement of all witnesses taken into account by keil. still, i am not emending ""supra"" to ""super"" here only to make ursus' text coincide with priscian's.",casanatensis,uersus saltus et ab aduerbiis ut,"supraThe source, Priscian, Ars grammatica, K 2.118.21, has ""super superus"", with the agreement of all witnesses taken into account by Keil. Still, I am not emending ""supra"" to ""super"" here only to make Ursus' text coincide with Priscian's.",superus in x ut fur furax,w32064
furax,casanatensis,"supraThe source, Priscian, Ars grammatica, K 2.118.21, has ""super superus"", with the agreement of all witnesses taken into account by Keil. Still, I am not emending ""supra"" to ""super"" here only to make Ursus' text coincide with Priscian's. superus in x ut fur",furax,capio capax audeo audax in duas,w32082
capio,casanatensis,superus in x ut fur furax,capio,capax audeo audax in duas c¯consonantes,w32085
capax,casanatensis,in x ut fur furax capio,capax,audeo audax in duas c¯consonantes ut,w32088
audeo,casanatensis,x ut fur furax capio capax,audeo,audax in duas c¯consonantes ut picenu2um,w32091
audeo,casanatensis,omni c¯coniugatione ut uoro uoras uorax,audeo,audes audax emo emis emax sagio,w41424
c¯consonantes,casanatensis,capio capax audeo audax in duas,c¯consonantes,ut picenu2um picens tiburtu2um tiburs in,w32103
c¯consonantes,casanatensis,"ut armatura in uerbialibusOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). This form will recur again later in the manuscript, but I'm not repeating this note from this point on. habent alias",c¯consonantes,quas a uerbis accipiunt denominatiua plurimas,w32205
c¯consonantes,casanatensis,carthago carthaginis carthaginiensis quæ hab¯abent duas,c¯consonantes,ante is ul¯uel a nominatiuo fiunt,w38364
c¯consonantes,casanatensis,a nominib;bus siue uerbis deriuata seruant,c¯consonantes,primitiuoru2um suoru2um ante i·us ex ¢quibus,w38850
c¯consonantes,casanatensis,coniungo coniunx arceo arx in duas,c¯consonantes,participialia inueniuntur cu2um sine te2empore st¯sunt,w41706
picenu2um,casanatensis,audeo audax in duas c¯consonantes ut,picenu2um,picens tiburtu2um tiburs in a desinentia,w32109
