position,doc,lang,form,lemma,anchor
12260,casanatensis,,n¯non,,w36210
12261,casanatensis,,datiuo,,w36213
12262,casanatensis,,sed,,w36216
12263,casanatensis,,nominatiuo,,w36219
12264,casanatensis,,assumunt,,w36222
12265,casanatensis,,tas,,w36225
12266,casanatensis,,ut,,w36228
12267,casanatensis,,puber,,w36231
12268,casanatensis,,pubertas,,w36234
12269,casanatensis,,pauþper,,w36237
12270,casanatensis,,pauþpertas,,w36240
12271,casanatensis,,hoc,,w36243
12272,casanatensis,,fit,,w36244
12273,casanatensis,,et,,w36246
12274,casanatensis,,in,,w36249
12275,casanatensis,,secunda,,w36252
12276,casanatensis,,declinatione,,w36255
12277,casanatensis,,ut,,w36258
12278,casanatensis,,liber,,w36261
12279,casanatensis,,libertas,,w36264
12280,casanatensis,,asper,,w36267
12281,casanatensis,,et,,w36270
12282,casanatensis,,ŋprosperThe last graphemes of this word are cropped out in the digital reproduction of the manuscript.,,w36273
12283,casanatensis,,¢quia,,w36276
12284,casanatensis,,s,,w36279
12285,casanatensis,,habent,,w36283
12286,casanatensis,,ante,,w36285
12287,casanatensis,,þper,,w36288
12288,casanatensis,,asperitas,,w36291
12289,casanatensis,,et,,w36294
12290,casanatensis,,ŋprosperitas,,w36297
12291,casanatensis,,fac¯aciunt,,w36300
12292,casanatensis,,saluber,,w36303
12293,casanatensis,,¢quia,,w36306
12294,casanatensis,,et,,w36309
12295,casanatensis,,salubris,,w36312
12296,casanatensis,,dicr¯icitur,,w36315
12297,casanatensis,,nominatiuo,,w36318
12298,casanatensis,,facit,,w36321
12299,casanatensis,,salubritas,,w36324
12300,casanatensis,,similiter,,w36327
12301,casanatensis,,"celeberThe final grapheme ""r"" is cropped out int he digital reproduction of the manuscript, but I reconstruct it from the context.",,w36330
12302,casanatensis,,et,,w36333
12303,casanatensis,,celebris,,w36336
12304,casanatensis,,celebritas,,w36339
12305,casanatensis,,uetus,,w36342
12306,casanatensis,,triu2um,,w36345
12307,casanatensis,,generu2um,,w36348
12308,casanatensis,,assumit,,w36351
12309,casanatensis,,tas,,w36354
12310,casanatensis,,facit,,w36357
12311,casanatensis,,uetustas,,w36360
12312,casanatensis,,preter,,w36363
12313,casanatensis,,desinentia,,w36366
12314,casanatensis,,in,,w36369
12315,casanatensis,,or,,w36372
12316,casanatensis,,quæ,,w36375
12317,casanatensis,,mutant,,w36378
12318,casanatensis,,or,,w36381
12319,casanatensis,,in,,w36384
12320,casanatensis,,es,,w36387
12321,casanatensis,,et,,w36390
12322,casanatensis,,assumunt,,w36393
12323,casanatensis,,tas,,w36396
12324,casanatensis,,ut,,w36399
12325,casanatensis,,maior,,w36402
12326,casanatensis,,maiestas,,w36405
12327,casanatensis,,alia,,w36408
12328,casanatensis,,denominatiua,,w36411
12329,casanatensis,,desinunt,,w36414
12330,casanatensis,,in,,w36417
12331,casanatensis,,as,,w36420
12332,casanatensis,,similia,,w36423
12333,casanatensis,,accusatiuis,,w36426
12334,casanatensis,,primitiuoru2um,,w36429
12335,casanatensis,,suoru2um,,w36432
12336,casanatensis,,et,,w36435
12337,casanatensis,,st¯sunt,,w36438
12338,casanatensis,,communia,,w36441
12339,casanatensis,,primas,,w36444
12340,casanatensis,,optimas,,w36447
12341,casanatensis,,rauennas,,w36451
12342,casanatensis,,capenas,,w36453
12343,casanatensis,,arpinas,,w36456
12344,casanatensis,,crotonias,,w36459
12345,casanatensis,,"pontiasThe grapheme that I transcribed as ""t"" looks like a mixture between the low allograph of grapheme ""t"" and the only allograph of grapheme ""g"". It might be the result of a scribal correction.",,w36462
12346,casanatensis,,larinas,,w36465
12347,casanatensis,,quæ,,w36468
12348,casanatensis,,in,,w36471
12349,casanatensis,,fine,,w36474
12350,casanatensis,,habent,,w36477
12351,casanatensis,,circu2um flexu2um,,w36480
12352,casanatensis,,accentu2um,,w36483
12353,casanatensis,,eo,,w36486
12354,casanatensis,,qd¯uod,,w36489
12355,casanatensis,,"ŋproferunturGrapheme ""n"" is cropped out in the digital reproduction of the manuscript.",,w36492
12356,casanatensis,,þper,,w36495
12357,casanatensis,,syncopa2am,,w36498
12358,casanatensis,,þperfecta,,w36501
12359,casanatensis,,eni2im,,w36504
12360,casanatensis,,eoru2um,,w36507
12361,casanatensis,,apud,,w36510
12362,casanatensis,,antiquos,,w36513
12363,casanatensis,,in,,w36516
12364,casanatensis,,tis,,w36519
12365,casanatensis,,ŋproferri,,w36522
12366,casanatensis,,inueniuntur,,w36525
12367,casanatensis,,ut,,w36528
12368,casanatensis,,hic,,w36531
12369,casanatensis,,et,,w36534
12370,casanatensis,,hæc,,w36537
12371,casanatensis,,primatis,,w36540
12372,casanatensis,,optimatis,,w36543
12373,casanatensis,,et,,w36546
12374,casanatensis,,reliqua,,w36549
12375,casanatensis,,unde,,w36552
12376,casanatensis,,eoru2um,,w36555
12377,casanatensis,,neutra,,w36558
12378,casanatensis,,in,,w36561
12379,casanatensis,,e,,w36564
12380,casanatensis,,desinunt,,w36567
12381,casanatensis,,primate,,w36570
12382,casanatensis,,optimate,,w36573
12383,casanatensis,,et,,w36576
12384,casanatensis,,ablatiuus,,w36580
12385,casanatensis,,supra dictoru2um,,w36582
12386,casanatensis,,"co2ommuniu2umThe second ""u"" grapheme (""communiUm"") is written above the line. The first version of the word was ""communi"" with a ""2"" abbreviation above the ""i"". Then, someone wrote a ""u"" above the line, after the ""i+2"" abbreviation.",,w36585
12387,casanatensis,,in,,w36588
12388,casanatensis,,i,,w36591
12389,casanatensis,,more,,w36594
12390,casanatensis,,desinentiu2um,,w36597
12391,casanatensis,,nominatiuo,,w36600
12392,casanatensis,,in,,w36603
12393,casanatensis,,is,,w36606
12394,casanatensis,,ex,,w36609
12395,casanatensis,,"¢quib;busThe ""¢"" grapheme is hardly readable because it was partly cropped in the digital reproduction of the manuscript.",,w36612
12396,casanatensis,,nascuntur,,w36615
12397,casanatensis,,neutra,,w36618
12398,casanatensis,,in,,w36621
12399,casanatensis,,e,,w36624
12400,casanatensis,,a,,w36627
12401,casanatensis,,primati,,w36630
12402,casanatensis,,optimati,,w36633
12403,casanatensis,,indubitanter,,w36636
12404,casanatensis,,sciendu2um,,w36639
12405,casanatensis,,est,,w36642
12406,casanatensis,,qm¯quoniam,,w36645
12407,casanatensis,,omnia,,w36648
12408,casanatensis,,que,,w36651
12409,casanatensis,,circu2um flexa2am,,w36654
12410,casanatensis,,penultima2am,,w36657
12411,casanatensis,,habent,,w36660
12412,casanatensis,,si,,w36663
12413,casanatensis,,patiantur,,w36666
12414,casanatensis,,syncopa2am,,w36669
12415,casanatensis,,eundem,,w36672
12416,casanatensis,,accentu2um,,w36675
12417,casanatensis,,seruant,,w36678
12418,casanatensis,,in,,w36681
12419,casanatensis,,ultima,,w36684
12420,casanatensis,,que2em,,w36688
12421,casanatensis,,prius,,w36690
12422,casanatensis,,"habuitAs the verb ""habuit"" is singular, its intended subject must be ""ultima (scil. syllaba)"": ""eundem accentum (scil. subject 'uerba deriuatiua' from line 9v.b.27) seruant in ultimā (scil. syllabā), quem (scil. subj. 'ultima syllaba') prius habuit"".",,w36693
12423,casanatensis,,cum,,w36696
12424,casanatensis,,penultima,,w36700
12425,casanatensis,,esset,,w36702
12426,casanatensis,,ut,,w36705
12427,casanatensis,,ŋpro,,w36708
12428,casanatensis,,duce,,w36711
12429,casanatensis,,"ducThe source Priscian, Ars grammatica, K 2.130.1 has: ""ut prodûce prodûc"". I am not emending Ursus' text because it also makes sense, both linguistically as with regard to the grammatical discussion.",,w36714
12430,casanatensis,,audiuit,,w36717
12431,casanatensis,,"audiitThe grapheme(s) after ""audî"" are partly cropped out in the digital reproduction of the manuscript, so possible readings include ""audît"" or ""audîit"". I choose ""audiit"" by comparision with the source (Priscian Ars grammatica, K 2.130.1): ""audiuit audit"".",,w36720
12432,casanatensis,,illice,,w36723
12433,casanatensis,,illic,,w36726
12434,casanatensis,,istice,,w36730
12435,casanatensis,,istic,,w36732
12436,casanatensis,,sic,,w36735
12437,casanatensis,,primatis,,w36738
12438,casanatensis,,primas,,w36741
12439,casanatensis,,optimatis,,w36744
12440,casanatensis,,optimas,,w36747
12441,casanatensis,,in,,w36750
12442,casanatensis,,es,,w36753
12443,casanatensis,,cor¯orreptam,,w36756
12444,casanatensis,,pauca,,w36759
12445,casanatensis,,denominatiua,,w36762
12446,casanatensis,,desinunt,,w36765
12447,casanatensis,,ut,,w36768
12448,casanatensis,,"equosThis probably is meant as an alternative spelling for ""equus"".",,w36771
12449,casanatensis,,eques,,w36774
12450,casanatensis,,pes,,w36777
12451,casanatensis,,pedis,,w36780
12452,casanatensis,,pedes,,w36783
12453,casanatensis,,et,,w36786
12454,casanatensis,,uerbialia,,w36789
12455,casanatensis,,tego,,w36792
12456,casanatensis,,teges,,w36795
12457,casanatensis,,tegetis,,w36798
12458,casanatensis,,mergo,,w36801
12459,casanatensis,,merges,,w36804
12460,casanatensis,,mergetis,,w36807
12461,casanatensis,,in,,w36810
12462,casanatensis,,es,,w36813
12463,casanatensis,,ŋproducta2am,,w36816
12464,casanatensis,,ueniunt,,w36819
12465,casanatensis,,a,,w36822
12466,casanatensis,,p¯presenti,,w36825
12467,casanatensis,,ul¯uel,,w36828
12468,casanatensis,,p¯preterito,,w36831
12469,casanatensis,,te2empore,,w36834
12470,casanatensis,,uerboru2um,,w36837
12471,casanatensis,,a,,w36840
12472,casanatensis,,p¯presenti,,w36843
12473,casanatensis,,sepio,,w36846
12474,casanatensis,,sepes,,w36849
12475,casanatensis,,luo,,w36852
12476,casanatensis,,lues,,w36855
12477,casanatensis,,inluo,,w36858
12478,casanatensis,,illuuies,,w36862
12479,casanatensis,,a,,w36864
12480,casanatensis,,p¯preterito,,w36867
12481,casanatensis,,rupi,,w36870
12482,casanatensis,,rupes,,w36873
12483,casanatensis,,in,,w36876
12484,casanatensis,,is,,w36879
12485,casanatensis,,desinentia,,w36882
12486,casanatensis,,uerbialia,,w36885
12487,casanatensis,,multas,,w36888
12488,casanatensis,,et,,w36891
12489,casanatensis,,diuersas,,w36894
12490,casanatensis,,formas,,w36897
12491,casanatensis,,habent,,w36900
12492,casanatensis,,alia,,w36903
12493,casanatensis,,in,,w36906
12494,casanatensis,,alis,,w36909
12495,casanatensis,,alia,,w36912
12496,casanatensis,,in,,w36915
12497,casanatensis,,elis,,w36918
12498,casanatensis,,alia,,w36921
12499,casanatensis,,in,,w36924
12500,casanatensis,,ilis,,w36927
12501,casanatensis,,alia,,w36930
12502,casanatensis,,in,,w36933
12503,casanatensis,,ulis,,w36936
12504,casanatensis,,ut,,w36939
12505,casanatensis,,curialis,,w36942
12506,casanatensis,,fidelis,,w36945
12507,casanatensis,,docilis,,w36948
12508,casanatensis,,uirilis,,w36951
12509,casanatensis,,curulis,,w36954
12510,casanatensis,,alia,,w36957
12511,casanatensis,,in,,w36960
12512,casanatensis,,ris,,w36963
12513,casanatensis,,a,,w36966
12514,casanatensis,,longu2um,,w36969
12515,casanatensis,,antecedente2em,,w36972
12516,casanatensis,,"apollinarisThere is a circumflex mark over the ""a"" of ""apollinâris"" to mark the vowel's long quantity.",,w36975
12517,casanatensis,,alia,,w36978
12518,casanatensis,,in,,w36981
12519,casanatensis,,ensis,,w36984
12520,casanatensis,,atheniensis,,w36987
12521,casanatensis,,alia,,w36990
12522,casanatensis,,hab¯abent,,w36993
12523,casanatensis,,duas,,w36996
12524,casanatensis,,"c¯consona2antesThis is an unusual case in which the abbreviation constituted by a vowel with the ""2"" abbreviation mark over it means ""vowel + n"" as opposed to the usual ""vowel + m"".",,w36999
12525,casanatensis,,ante,,w37002
12526,casanatensis,,is,,w37005
12527,casanatensis,,agrestis,,w37008
12528,casanatensis,,salubris,,w37011
12529,casanatensis,,samnis,,w37014
12530,casanatensis,,insignis,,w37017
12531,casanatensis,,in,,w37020
12532,casanatensis,,alis,,w37023
12533,casanatensis,,ul¯uel,,w37026
12534,casanatensis,,ale,,w37029
12535,casanatensis,,desinentia,,w37032
12536,casanatensis,,si,,w37035
12537,casanatensis,,st¯sunt,,w37038
12538,casanatensis,,a,,w37041
12539,casanatensis,,nominib;bus,,w37044
12540,casanatensis,,primæ,,w37047
12541,casanatensis,,decli¯eclinationis,,w37050
12542,casanatensis,,nominatiuo,,w37053
12543,casanatensis,,"primitiuoru2umThe first hand wrote ""primitorum"" (with ""2"" over the final ""m""). The same hand then overwrote a ""i"" over the ""o"" (""primitOrum"") and added ""uo"" above the line.",,w37056
12544,casanatensis,,adsumunt,,w37059
12545,casanatensis,,lis,,w37062
12546,casanatensis,,ul¯uel,,w37065
12547,casanatensis,,le,,w37068
12548,casanatensis,,et,,w37071
12549,casanatensis,,"ŋproduc¯uctumBased on the linguistic habits of the author, I believe that the expansion of this abbreviation is ""productum"", not ""producunt"".",,w37074
12550,casanatensis,,a,,w37077
12551,casanatensis,,penultimu2um,,w37080
12552,casanatensis,,fiunt,,w37083
12553,casanatensis,,ut,,w37086
12554,casanatensis,,curia,,w37089
12555,casanatensis,,curialis,,w37092
12556,casanatensis,,mensa,,w37095
12557,casanatensis,,"mensaleThere is a circumflex mark over the ""a"" of ""mensâle"" to mark the vowel's long quantity.",,w37098
12558,casanatensis,,si,,w37101
12559,casanatensis,,secundæ,,w37104
12560,casanatensis,,st¯sunt,,w37107
12561,casanatensis,,uersu2um,,w37110
12562,casanatensis,,i,,w37113
12563,casanatensis,,genitiui,,w37116
12564,casanatensis,,in,,w37119
12565,casanatensis,,a,,w37122
12566,casanatensis,,longu2um,,w37125
12567,casanatensis,,et,,w37128
12568,casanatensis,,adsumpta,,w37131
12569,casanatensis,,lis,,w37134
12570,casanatensis,,si,,w37137
12571,casanatensis,,tertiæ,,w37140
12572,casanatensis,,uersa,,w37143
12573,casanatensis,,is,,w37146
12574,casanatensis,,geni¯enitiui,,w37149
12575,casanatensis,,in,,w37152
12576,casanatensis,,a,,w37155
12577,casanatensis,,longu2um,,w37158
12578,casanatensis,,et,,w37161
12579,casanatensis,,adsu2umpta,,w37164
12580,casanatensis,,lis,,w37167
12581,casanatensis,,fiunt,,w37170
12582,casanatensis,,ut,,w37173
12583,casanatensis,,mercurius,,w37176
12584,casanatensis,,mercuri,,w37179
12585,casanatensis,,mercurialis,,w37182
12586,casanatensis,,uirgo,,w37185
12587,casanatensis,,uirginis,,w37188
12588,casanatensis,,uirginalis,,w37191
12589,casanatensis,,iuuenis,,w37194
12590,casanatensis,,iuuenalis,,w37197
12591,casanatensis,,et,,w37200
12592,casanatensis,,iuuenilis,,w37203
12593,casanatensis,,uox,,w37206
12594,casanatensis,,uocis,,w37209
12595,casanatensis,,uocalis,,w37212
12596,casanatensis,,sin,,w37215
12597,casanatensis,,a,,w37218
12598,casanatensis,,quartæ,,w37221
12599,casanatensis,,decli¯clinationis,,w37224
12600,casanatensis,,sint,,w37227
12601,casanatensis,,abiectu2um,,w37230
12602,casanatensis,,s,,w37233
12603,casanatensis,,nominatiui,,w37236
12604,casanatensis,,et,,w37239
12605,casanatensis,,addita,,w37242
12606,casanatensis,,alis,,w37245
12607,casanatensis,,sin,,w37251
12608,casanatensis,,a,,w37254
12609,casanatensis,,¢quintæ,,w37257
12610,casanatensis,,abiecta,,w37260
12611,casanatensis,,es,,w37263
12612,casanatensis,,et,,w37266
12613,casanatensis,,addita,,w37269
12614,casanatensis,,alis,,w37272
12615,casanatensis,,fiunt,,w37275
12616,casanatensis,,ut,,w37278
12617,casanatensis,,manus,,w37281
12618,casanatensis,,manualis,,w37284
12619,casanatensis,,specie,,w37287
12620,casanatensis,,specialis,,w37290
12621,casanatensis,,in,,w37293
12622,casanatensis,,alis,,w37296
12623,casanatensis,,fiunt,,w37299
12624,casanatensis,,uerbialia,,w37302
12625,casanatensis,,a,,w37305
12626,casanatensis,,prima,,w37308
12627,casanatensis,,c¯coniugatione,,w37311
12628,casanatensis,,ut,,w37314
12629,casanatensis,,penetro,,w37317
12630,casanatensis,,penetralis,,w37320
12631,casanatensis,,et,,w37323
12632,casanatensis,,penetrabilis,,w37326
12633,casanatensis,,in,,w37329
12634,casanatensis,,elis,,w37332
12635,casanatensis,,pauca,,w37335
12636,casanatensis,,denominatiua,,w37338
12637,casanatensis,,fidus,,w37341
12638,casanatensis,,fidi,,w37344
12639,casanatensis,,fidelis,,w37347
12640,casanatensis,,uersu2um,,w37350
12641,casanatensis,,i,,w37353
12642,casanatensis,,in,,w37356
12643,casanatensis,,e,,w37359
12644,casanatensis,,longu2um,,w37362
12645,casanatensis,,et,,w37365
12646,casanatensis,,assu2umpta,,w37368
12647,casanatensis,,lis,,w37371
12648,casanatensis,,preter,,w37374
12649,casanatensis,,frater,,w37377
12650,casanatensis,,fratris,,w37380
12651,casanatensis,,uersa,,w37383
12652,casanatensis,,is,,w37386
12653,casanatensis,,in,,w37389
12654,casanatensis,,u,,w37392
12655,casanatensis,,et,,w37395
12656,casanatensis,,assu2umpta,,w37398
12657,casanatensis,,elis,,w37401
12658,casanatensis,,facit,,w37404
12659,casanatensis,,fratruelis,,w37407
12660,casanatensis,,in,,w37410
12661,casanatensis,,ilis,,w37413
12662,casanatensis,,desinentia,,w37416
12663,casanatensis,,denominatiua,,w37419
12664,casanatensis,,si,,w37422
12665,casanatensis,,a,,w37425
12666,casanatensis,,nominib;bus,,w37428
12667,casanatensis,,deriuantur,,w37431
12668,casanatensis,,i,,w37434
12669,casanatensis,,penultimu2um,,w37437
12670,casanatensis,,longu2um,,w37440
12671,casanatensis,,hab¯abent,,w37443
12672,casanatensis,,ut,,w37446
12673,casanatensis,,edis,,w37449
12674,casanatensis,,edilis,,w37452
12675,casanatensis,,puer,,w37455
12676,casanatensis,,puerilis,,w37458
12677,casanatensis,,quintus,,w37461
12678,casanatensis,,¢quintilis,,w37464
12679,casanatensis,,subtel,,w37467
12680,casanatensis,,subtilis,,w37470
12681,casanatensis,,exilis,,w37473
12682,casanatensis,,factu2um,,w37476
12683,casanatensis,,a,,w37479
12684,casanatensis,,greco,,w37482
12685,casanatensis,grc,exitelos,,w37485
12686,casanatensis,,eoru2um,,w37488
12687,casanatensis,,seruat,,w37492
12688,casanatensis,,regula2am,,w37494
12689,casanatensis,,"siThe larger initial was overwritten, over a previous regular-sized (not larger) ""s"" grapheme.",,w37497
12690,casanatensis,,a,,w37500
12691,casanatensis,,uerbis,,w37503
12692,casanatensis,,ul¯uel,,w37506
12693,casanatensis,,participiis,,w37509
12694,casanatensis,,fiunt,,w37512
12695,casanatensis,,corr¯correptum,,w37515
12696,casanatensis,,penul¯ultimum,,w37518
12697,casanatensis,,hab¯abent,,w37521
12698,casanatensis,,fero,,w37524
12699,casanatensis,,fertilis,,w37527
12700,casanatensis,,utor,,w37530
12701,casanatensis,,utilis,,w37533
12702,casanatensis,,textus,,w37536
12703,casanatensis,,textilis,,w37539
12704,casanatensis,,a,,w37542
12705,casanatensis,,pare,,w37545
12706,casanatensis,,parilis,,w37548
12707,casanatensis,,qd¯quod,,w37551
12708,casanatensis,,a,,w37554
12709,casanatensis,,paro,,w37557
12710,casanatensis,,paras,,w37560
12711,casanatensis,,nascitur,,w37563
12712,casanatensis,,unde,,w37566
12713,casanatensis,,co2omparo,,w37569
12714,casanatensis,,co2omparas,,w37572
12715,casanatensis,,ŋproprie,,w37576
12716,casanatensis,,pares,,w37578
12717,casanatensis,,sunt,,w37581
12718,casanatensis,,¢qui,,w37584
12719,casanatensis,,inter,,w37587
12720,casanatensis,,se,,w37590
12721,casanatensis,,co2omparari,,w37593
12722,casanatensis,,posst¯sunt,,w37596
12723,casanatensis,,neu¯eutra,,w37599
12724,casanatensis,,in,,w37602
12725,casanatensis,,ile,,w37605
12726,casanatensis,,siue,,w37608
12727,casanatensis,,habeant,,w37611
12728,casanatensis,,mascul¯ulinum,,w37614
12729,casanatensis,,ul¯uel,,w37617
12730,casanatensis,,fem¯emininum,,w37620
12731,casanatensis,,in,,w37623
12732,casanatensis,,ilis,,w37626
12733,casanatensis,,desinentia,,w37629
12734,casanatensis,,ex,,w37632
12735,casanatensis,,¢quib;bus,,w37635
12736,casanatensis,,nascuntur,,w37638
12737,casanatensis,,siue,,w37641
12738,casanatensis,,n¯non,,w37644
12739,casanatensis,,habeant,,w37647
12740,casanatensis,,et,,w37650
12741,casanatensis,,a,,w37653
12742,casanatensis,,quacu2umq;que,,w37656
12743,casanatensis,,parte,,w37659
12744,casanatensis,,nascuntur,,w37662
12745,casanatensis,,i,,w37665
12746,casanatensis,,penultimu2um,,w37668
12747,casanatensis,,ŋproduc¯uctum,,w37671
12748,casanatensis,,hab¯abent,,w37674
12749,casanatensis,,ut,,w37677
12750,casanatensis,,ouile,,w37680
12751,casanatensis,,sedile,,w37683
12752,casanatensis,,monile,,w37687
12753,casanatensis,,cubile,,w37689
12754,casanatensis,,in,,w37692
12755,casanatensis,,lis,,w37695
12756,casanatensis,,desinentia,,w37704
12757,casanatensis,,si,,w37707
12758,casanatensis,,a,,w37710
12759,casanatensis,,prima,,w37713
12760,casanatensis,,c¯coniugatione,,w37716
12761,casanatensis,,fiunt,,w37719
12762,casanatensis,,a,,w37722
12763,casanatensis,,longu2um,,w37725
12764,casanatensis,,hab¯abent,,w37728
12765,casanatensis,,antepenul¯ultimum,,w37731
12766,casanatensis,,ut,,w37734
12767,casanatensis,,penetro,,w37737
12768,casanatensis,,penetras,,w37740
12769,casanatensis,,penetrabilis,,w37744
12770,casanatensis,,p¯predico,,w37746
12771,casanatensis,,p¯predicas,,w37749
12772,casanatensis,,p¯predicabilis,,w37753
12773,casanatensis,,miror,,w37755
12774,casanatensis,,miraris,,w37758
12775,casanatensis,,mirabilis,,w37762
12776,casanatensis,,p¯preter,,w37764
12777,casanatensis,,stabilis,,w37768
12778,casanatensis,,quod,,w37770
12779,casanatensis,,solu2um,,w37773
12780,casanatensis,,a,,w37776
12781,casanatensis,,antepenul¯ultimum,,w37779
12782,casanatensis,,corripit,,w37782
12783,casanatensis,,ł,,casanatensis:0.1.0.21.3.4086
12784,casanatensis,,"quæThe larger initial was overwritten, over a previous regular-sized (not larger) ""q"" grapheme.",,w37785
12785,casanatensis,,a,,w37788
12786,casanatensis,,uerbis,,w37791
12787,casanatensis,,secundæ,,w37794
12788,casanatensis,,ul¯uel,,w37797
12789,casanatensis,,ter¯ertie,,w37800
12790,casanatensis,,cor¯correpte,,w37803
12791,casanatensis,,ul¯uel,,w37806
12792,casanatensis,,ŋproduc¯ucte,,w37809
12793,casanatensis,,c¯coniugationis,,w37812
12794,casanatensis,,ueniunt,,w37815
12795,casanatensis,,si,,w37818
12796,casanatensis,,i,,w37821
12797,casanatensis,,antepenultimu2um,,w37824
12798,casanatensis,,habeant,,w37827
12799,casanatensis,,corripiunt,,w37830
12800,casanatensis,,illud,,w37833
12801,casanatensis,,ut,,w37836
12802,casanatensis,,doceo,,w37839
12803,casanatensis,,docibilis,,w37842
12804,casanatensis,,credo,,w37845
12805,casanatensis,,credibilis,,w37848
12806,casanatensis,,plurima,,w37851
12807,casanatensis,,nascuntur,,w37854
12808,casanatensis,,ex,,w37857
12809,casanatensis,,his,,w37860
12810,casanatensis,,c¯coniugationib;bus,,w37863
12811,casanatensis,,quæ,,w37866
12812,casanatensis,,n¯non,,w37869
12813,casanatensis,,hab¯abent,,w37872
12814,casanatensis,,i,,w37875
12815,casanatensis,,ante penultimu2um,,w37878
12816,casanatensis,,ut,,w37881
12817,casanatensis,,docilis,,w37884
12818,casanatensis,,flebilis,,w37888
12819,casanatensis,,quæda2am,,w37890
12820,casanatensis,,ex,,w37893
12821,casanatensis,,his,,w37896
12822,casanatensis,,nascuntur,,w37899
12823,casanatensis,,ex,,w37902
12824,casanatensis,,p¯presenti,,w37905
12825,casanatensis,,quæda2am,,w37908
12826,casanatensis,,ex,,w37911
12827,casanatensis,,p¯preterito,,w37914
12828,casanatensis,,quæda2am,,w37917
12829,casanatensis,,ex,,w37920
12830,casanatensis,,futuro,,w37923
12831,casanatensis,,ex,,w37926
12832,casanatensis,,p¯presenti,,w37929
12833,casanatensis,,doceo,,w37932
12834,casanatensis,,docibilis,,w37936
12835,casanatensis,,plausi,,w37938
12836,casanatensis,,plausibilis,,w37942
12837,casanatensis,,sensi,,w37944
12838,casanatensis,,sensibilis,,w37948
12839,casanatensis,,et,,w37950
12840,casanatensis,,sensilis,,w37953
12841,casanatensis,,ex,,w37956
12842,casanatensis,,futuro,,w37960
12843,casanatensis,,flebo,,w37962
12844,casanatensis,,"flebilisThere is a macron over ""plausīuilis"", ""sensīuilis"" and ""flēbilis"" to mark the vowel's long quantity.",,w37965
12845,casanatensis,,unde,,w37968
12846,casanatensis,,e,,w37971
12847,casanatensis,,ŋproduc¯ductum,,w37974
12848,casanatensis,,ante,,w37977
12849,casanatensis,,b,,w37980
12850,casanatensis,,hab¯abet,,w37983
12851,casanatensis,,in,,w37986
12852,casanatensis,,aris,,w37989
12853,casanatensis,,ueniunt,,w37992
12854,casanatensis,,a,,w37995
12855,casanatensis,,nominib;bus,,w37998
12856,casanatensis,,siue,,w38001
12857,casanatensis,,uerbis,,w38004
12858,casanatensis,,quoru2um,,w38007
12859,casanatensis,,ultima,,w38010
12860,casanatensis,,sylla¯llaba,,w38013
12861,casanatensis,,incipit,,w38016
12862,casanatensis,,ab,,w38019
12863,casanatensis,,l,,w38022
12864,casanatensis,,ul¯uel,,w38025
12865,casanatensis,,ab,,w38028
12866,casanatensis,,aliqua,,w38031
12867,casanatensis,,pura,,w38034
12868,casanatensis,,uocali,,w38037
12869,casanatensis,,ex,,w38040
12870,casanatensis,,quoru2um,,w38043
12871,casanatensis,,genitiuis,,w38046
12872,casanatensis,,ul¯uel,,w38049
12873,casanatensis,,prima,,w38052
12874,casanatensis,,þpersona,,w38055
12875,casanatensis,,positiui,,w38058
12876,casanatensis,,fiunt,,w38061
12877,casanatensis,,mutatis,,w38064
12878,casanatensis,,litteris,,w38067
12879,casanatensis,,sequentib;bus,,w38070
12880,casanatensis,,l,,w38073
12881,casanatensis,,in,,w38076
12882,casanatensis,,a,,w38079
12883,casanatensis,,et,,w38082
12884,casanatensis,,addita,,w38085
12885,casanatensis,,ris,,w38088
12886,casanatensis,,ut,,w38091
12887,casanatensis,,populus,,w38094
12888,casanatensis,,populi,,w38097
12889,casanatensis,,popularis,,w38100
12890,casanatensis,,apollo,,w38103
12891,casanatensis,,apollinis,,w38106
12892,casanatensis,,apollinaris,,w38109
12893,casanatensis,,consulo,,w38112
12894,casanatensis,,consulis,,w38115
12895,casanatensis,,consularis,,w38118
12896,casanatensis,,ul¯uel,,w38121
12897,casanatensis,,ipsa,,w38124
12898,casanatensis,,pura,,w38127
12899,casanatensis,,uocali,,w38130
12900,casanatensis,,mutata,,w38133
12901,casanatensis,,in,,w38136
12902,casanatensis,,a,,w38139
12903,casanatensis,,longu2um,,w38142
12904,casanatensis,,et,,w38145
12905,casanatensis,,assumit,,w38148
12906,casanatensis,,ris,,w38151
12907,casanatensis,,latiu2um,,w38154
12908,casanatensis,,latii,,w38157
12909,casanatensis,,latiaris,,w38160
12910,casanatensis,,peculiu2um,,w38163
12911,casanatensis,,peculii,,w38166
12912,casanatensis,,pecularis,,w38169
12913,casanatensis,,sic,,w38172
12914,casanatensis,,et,,w38175
12915,casanatensis,,neutra,,w38178
12916,casanatensis,,fiunt,,w38181
12917,casanatensis,,desinentia,,w38184
12918,casanatensis,,in,,w38187
12919,casanatensis,,are,,w38190
12920,casanatensis,,ut,,w38193
12921,casanatensis,,uelu2um,,w38196
12922,casanatensis,,ueli,,w38199
12923,casanatensis,,uelare,,w38202
12924,casanatensis,,in,,w38205
12925,casanatensis,,ensis,,w38208
12926,casanatensis,,desinentia,,w38211
12927,casanatensis,,si,,w38214
12928,casanatensis,,sint,,w38217
